"fecha","caudal_m3s","id_cuenca"
2015-01-01,72.2416714853318,"C021"
2015-01-02,44.3265741457831,"C021"
2015-01-03,72.8736269493629,"C021"
2015-01-04,11.7709979417253,"C021"
2015-01-05,8.6956237943423,"C021"
2015-01-06,82.9978352859992,"C021"
2015-01-07,10.444319537686,"C021"
2015-01-08,26.3394578756199,"C021"
2015-01-09,48.7305020607876,"C021"
2015-01-10,81.9306561989286,"C021"
2015-01-11,33.2730991385291,"C021"
2015-01-12,80.2673259836883,"C021"
2015-01-13,41.6134703350322,"C021"
2015-01-14,45.3067863337035,"C021"
2015-01-15,61.5724619964916,"C021"
2015-01-16,34.3412349414826,"C021"
2015-01-17,18.1926602862054,"C021"
2015-01-18,33.9034460165796,"C021"
2015-01-19,20.2325681796671,"C021"
2015-01-20,52.2732739310133,"C021"
2015-01-21,39.9086231029945,"C021"
2015-01-22,36.5626492614972,"C021"
2015-01-23,24.0740991504012,"C021"
2015-01-24,7.51148366418428,"C021"
2015-01-25,11.127390225917,"C021"
2015-01-26,2.97399084689707,"C021"
2015-01-27,74.7232807114435,"C021"
2015-01-28,108.126219535628,"C021"
2015-01-29,62.5792018225048,"C021"
2015-01-30,84.4001829154752,"C021"
2015-01-31,70.0402641903508,"C021"
2015-02-01,60.3174530343767,"C021"
2015-02-02,43.949825718718,"C021"
2015-02-03,38.079676153667,"C021"
2015-02-04,24.7275010389606,"C021"
2015-02-05,48.0770042856854,"C021"
2015-02-06,49.027383411941,"C021"
2015-02-07,36.87128012388,"C021"
2015-02-08,115.710370894281,"C021"
2015-02-09,45.668140614846,"C021"
2015-02-10,12.5089943663105,"C021"
2015-02-11,28.2846127970633,"C021"
2015-02-12,3.97799200326215,"C021"
2015-02-13,7.56279854984933,"C021"
2015-02-14,39.4085585179025,"C021"
2015-02-15,13.3168318463512,"C021"
2015-02-16,50.7123395237206,"C021"
2015-02-17,26.7676551837411,"C021"
2015-02-18,66.0969024146917,"C021"
2015-02-19,5.2673976725177,"C021"
2015-02-20,24.6842231445412,"C021"
2015-02-21,26.719374415986,"C021"
2015-02-22,45.2892367537986,"C021"
2015-02-23,88.165191604494,"C021"
2015-02-24,31.6344444342871,"C021"
2015-02-25,37.0332654729486,"C021"
2015-02-26,104.32498974836,"C021"
2015-02-27,113.674870890353,"C021"
2015-02-28,43.4728858030486,"C021"
2015-03-01,20.7934166994831,"C021"
2015-03-02,36.4927521603898,"C021"
2015-03-03,15.3523236952447,"C021"
2015-03-04,24.3371534288086,"C021"
2015-03-05,49.876215975477,"C021"
2015-03-06,2.30116996534586,"C021"
2015-03-07,40.1173616475547,"C021"
2015-03-08,12.4437720413165,"C021"
2015-03-09,4.05088309166711,"C021"
2015-03-10,7.81102996833771,"C021"
2015-03-11,15.3799860727174,"C021"
2015-03-12,29.9978987623793,"C021"
2015-03-13,5.99589454618098,"C021"
2015-03-14,12.1709669400839,"C021"
2015-03-15,2.02305717308909,"C021"
2015-03-16,1.6273187959336,"C021"
2015-03-17,1.8391685015411,"C021"
2015-03-18,4.67720071939034,"C021"
2015-03-19,20.2376633496162,"C021"
2015-03-20,39.8931417103367,"C021"
2015-03-21,7.64353708445058,"C021"
2015-03-22,21.0553500152862,"C021"
2015-03-23,13.2590213711839,"C021"
2015-03-24,13.8231419830523,"C021"
2015-03-25,34.3845451554859,"C021"
2015-03-26,21.6846285146865,"C021"
2015-03-27,42.8497878022047,"C021"
2015-03-28,67.8375109352697,"C021"
2015-03-29,39.2799010590748,"C021"
2015-03-30,3.07912330448906,"C021"
2015-03-31,20.0888187535592,"C021"
2015-04-01,48.2046896458576,"C021"
2015-04-02,58.192203842767,"C021"
2015-04-03,42.217407101218,"C021"
2015-04-04,41.7162850771882,"C021"
2015-04-05,12.9862492376926,"C021"
2015-04-06,22.1731379827235,"C021"
2015-04-07,6.29430161437127,"C021"
2015-04-08,34.6336780469612,"C021"
2015-04-09,68.2937751681216,"C021"
2015-04-10,10.5298752671108,"C021"
2015-04-11,26.2528952443292,"C021"
2015-04-12,44.6429821639467,"C021"
2015-04-13,46.1446971514328,"C021"
2015-04-14,85.922373594516,"C021"
2015-04-15,131.727901769793,"C021"
2015-04-16,131.727901769793,"C021"
2015-04-17,39.8281735633018,"C021"
2015-04-18,46.6094013379999,"C021"
2015-04-19,94.995799381026,"C021"
2015-04-20,95.8257812643085,"C021"
2015-04-21,88.3171761429022,"C021"
2015-04-22,109.506893074657,"C021"
2015-04-23,104.449872574861,"C021"
2015-04-24,100.639492192967,"C021"
2015-04-25,68.533302051083,"C021"
2015-04-26,86.8975006941702,"C021"
2015-04-27,65.2158666822862,"C021"
2015-04-28,131.727901769793,"C021"
2015-04-29,79.4214000609101,"C021"
2015-04-30,72.7814050234949,"C021"
2015-05-01,131.727901769793,"C021"
2015-05-02,98.5024594625912,"C021"
2015-05-03,46.6198599145999,"C021"
2015-05-04,23.9183090337891,"C021"
2015-05-05,73.8952864265441,"C021"
2015-05-06,38.2885507002873,"C021"
2015-05-07,45.6409506957267,"C021"
2015-05-08,23.4222212890488,"C021"
2015-05-09,29.0304100106786,"C021"
2015-05-10,2.68175714097389,"C021"
2015-05-11,5.0815075857006,"C021"
2015-05-12,83.2745276540984,"C021"
2015-05-13,26.0636609250599,"C021"
2015-05-14,23.595283156084,"C021"
2015-05-15,108.093384469428,"C021"
2015-05-16,79.8518667532274,"C021"
2015-05-17,92.536517377436,"C021"
2015-05-18,58.0206956978141,"C021"
2015-05-19,58.6484773560184,"C021"
2015-05-20,11.5675261393545,"C021"
2015-05-21,19.3709279461066,"C021"
2015-05-22,89.8500367180419,"C021"
2015-05-23,65.543385762962,"C021"
2015-05-24,104.019659230826,"C021"
2015-05-25,59.8746976464684,"C021"
2015-05-26,71.2496167331834,"C021"
2015-05-27,87.3958303394409,"C021"
2015-05-28,106.285071816154,"C021"
2015-05-29,108.893876886199,"C021"
2015-05-30,81.5202434419631,"C021"
2015-05-31,21.0825527683084,"C021"
2015-06-01,55.416022023423,"C021"
2015-06-02,22.614526942595,"C021"
2015-06-03,40.601441694608,"C021"
2015-06-04,28.7775086357302,"C021"
2015-06-05,23.242627448927,"C021"
2015-06-06,17.4262599043218,"C021"
2015-06-07,45.5369440635018,"C021"
2015-06-08,25.0633485826494,"C021"
2015-06-09,53.2558425828493,"C021"
2015-06-10,13.0649095341402,"C021"
2015-06-11,2.9915700720894,"C021"
2015-06-12,36.3265887362388,"C021"
2015-06-13,27.9016461940217,"C021"
2015-06-14,35.4961185257037,"C021"
2015-06-15,41.6997717439835,"C021"
2015-06-16,36.9255364302717,"C021"
2015-06-17,96.6444298516856,"C021"
2015-06-18,48.2304818991032,"C021"
2015-06-19,48.867427936099,"C021"
2015-06-20,41.1855969120501,"C021"
2015-06-21,71.9687437446225,"C021"
2015-06-22,72.3540823329625,"C021"
2015-06-23,13.4728720652021,"C021"
2015-06-24,54.7658529440416,"C021"
2015-06-25,81.277701390924,"C021"
2015-06-26,28.3750853532298,"C021"
2015-06-27,88.9824145002032,"C021"
2015-06-28,28.9828235780761,"C021"
2015-06-29,33.9609836411095,"C021"
2015-06-30,38.8624019984038,"C021"
2015-07-01,11.1051181883574,"C021"
2015-07-02,16.474227253191,"C021"
2015-07-03,15.9511123567864,"C021"
2015-07-04,51.3916507857165,"C021"
2015-07-05,38.4319008092548,"C021"
2015-07-06,29.3189398816764,"C021"
2015-07-07,58.1781134577309,"C021"
2015-07-08,4.96165899897702,"C021"
2015-07-09,21.4701222805089,"C021"
2015-07-10,61.5173058717241,"C021"
2015-07-11,7.73398746386141,"C021"
2015-07-12,3.83119723858705,"C021"
2015-07-13,2.61273960069378,"C021"
2015-07-14,6.46964154079704,"C021"
2015-07-15,1.8241326149394,"C021"
2015-07-16,24.9643834343497,"C021"
2015-07-17,96.5192855339642,"C021"
2015-07-18,54.6596651437363,"C021"
2015-07-19,16.0677173132265,"C021"
2015-07-20,10.6331555507331,"C021"
2015-07-21,17.7371807143919,"C021"
2015-07-22,27.9417683489065,"C021"
2015-07-23,22.5964879500646,"C021"
2015-07-24,10.6099266522085,"C021"
2015-07-25,1.65107147902289,"C021"
2015-07-26,4.71731592414105,"C021"
2015-07-27,5.08797458844655,"C021"
2015-07-28,47.4121713895824,"C021"
2015-07-29,59.58913132385,"C021"
2015-07-30,15.4590878395065,"C021"
2015-07-31,71.3328922994531,"C021"
2015-08-01,21.7774520926813,"C021"
2015-08-02,12.0768782935077,"C021"
2015-08-03,4.1678775419822,"C021"
2015-08-04,53.3838799553766,"C021"
2015-08-05,19.372150766269,"C021"
2015-08-06,41.8475486905519,"C021"
2015-08-07,26.1825827159139,"C021"
2015-08-08,51.3884586913177,"C021"
2015-08-09,13.4257871070278,"C021"
2015-08-10,23.8226521723682,"C021"
2015-08-11,35.5196984642243,"C021"
2015-08-12,3.8390804818272,"C021"
2015-08-13,25.9387777369873,"C021"
2015-08-14,32.9618044309348,"C021"
2015-08-15,4.00146437807342,"C021"
2015-08-16,19.9386944264382,"C021"
2015-08-17,4.66348194370637,"C021"
2015-08-18,3.74224393184814,"C021"
2015-08-19,3.52726403044126,"C021"
2015-08-20,1.58128608514287,"C021"
2015-08-21,13.8719622666649,"C021"
2015-08-22,15.7731186511236,"C021"
2015-08-23,1.67919824362303,"C021"
2015-08-24,19.9880616811844,"C021"
2015-08-25,2.33844802259656,"C021"
2015-08-26,29.2317364594875,"C021"
2015-08-27,6.09316049483727,"C021"
2015-08-28,2.42198012016536,"C021"
2015-08-29,16.2458167537797,"C021"
2015-08-30,42.3995879065288,"C021"
2015-08-31,39.7653741077103,"C021"
2015-09-01,30.6290044442876,"C021"
2015-09-02,44.9740164760335,"C021"
2015-09-03,40.152199648673,"C021"
2015-09-04,33.8058598705727,"C021"
2015-09-05,15.2394935935514,"C021"
2015-09-06,17.1977542908822,"C021"
2015-09-07,11.3678395861083,"C021"
2015-09-08,42.8865012650983,"C021"
2015-09-09,8.07701878860761,"C021"
2015-09-10,3.31785420470902,"C021"
2015-09-11,2.88277466311724,"C021"
2015-09-12,3.1360851165622,"C021"
2015-09-13,2.60412677183368,"C021"
2015-09-14,3.3438301232306,"C021"
2015-09-15,5.93825596741434,"C021"
2015-09-16,10.510209481876,"C021"
2015-09-17,3.2160492471161,"C021"
2015-09-18,2.42940278605747,"C021"
2015-09-19,5.38176257849482,"C021"
2015-09-20,24.7928238810447,"C021"
2015-09-21,21.9902925491004,"C021"
